0 qid:1 1:0.8 2:0.78947365 3:0.0 4:1.0 5:10.0805 6:0.78947365
0 qid:1 1:0.6666667 2:0.4285714 3:0.0 4:1.0 5:10.0772 6:0.4285714
0 qid:1 1:0.6666667 2:0.4166667 3:0.0 4:1.0 5:10.0328 6:0.4166667
0 qid:1 1:0.44444445 2:0.30612242 3:0.0 4:1.0 5:9.91774 6:0.30612242
0 qid:1 1:0.4 2:0.48387098 3:0.0 4:0.0 5:9.83031 6:0.48387098
0 qid:1 1:0.4 2:0.23809522 3:0.0 4:0.0 5:9.82873 6:0.71428573
0 qid:1 1:0.5 2:0.45454544 3:0.0 4:1.0 5:9.79355 6:0.45454544
0 qid:1 1:0.75 2:0.31707317 3:0.0 4:1.0 5:9.75406 6:0.36585367
0 qid:1 1:0.33333334 2:0.19230771 3:0.0 4:0.0 5:9.66379 6:0.5769231
0 qid:1 1:1.0 2:1.0 3:1.0 4:1.0 5:9.65059 6:1.0
0 qid:1 1:0.44444445 2:0.25 3:0.0 4:1.0 5:9.64662 6:0.25
0 qid:1 1:0.5 2:0.3243243 3:0.0 4:1.0 5:9.62418 6:0.4054054
0 qid:1 1:0.8 2:0.2777778 3:0.0 4:1.0 5:9.62157 6:0.8333333
0 qid:1 1:0.5714286 2:0.39285713 3:0.0 4:1.0 5:9.61367 6:0.53571427
0 qid:1 1:0.44444445 2:0.27906978 3:0.0 4:1.0 5:9.57465 6:0.3488372
0 qid:1 1:0.5 2:0.29545456 3:0.0 4:1.0 5:9.56894 6:0.34090906
0 qid:1 1:0.4 2:0.220339 3:0.0 4:1.0 5:9.53534 6:0.2542373
0 qid:1 1:0.5714286 2:0.4074074 3:0.0 4:1.0 5:9.51442 6:0.5555556
0 qid:1 1:0.4 2:0.46875 3:0.0 4:0.0 5:9.48961 6:0.46875
0 qid:1 1:0.4 2:0.25 3:0.0 4:1.0 5:9.44141 6:0.28846157
0 qid:1 1:0.44444445 2:0.2830189 3:0.0 4:1.0 5:9.43655 6:0.2830189
0 qid:1 1:0.44444445 2:0.24528301 3:0.0 4:1.0 5:9.43097 6:0.2830189
0 qid:1 1:0.0 2:0.19999999 3:0.0 4:0.0 5:9.42039 6:0.73333335
0 qid:1 1:0.5 2:0.29545456 3:0.0 4:1.0 5:9.40171 6:0.34090906
0 qid:1 1:0.5 2:0.28888887 3:0.0 4:1.0 5:9.39588 6:0.3333333
0 qid:1 1:0.36363637 2:0.21666664 3:0.0 4:1.0 5:9.21387 6:0.25
0 qid:1 1:0.75 2:0.29545456 3:0.0 4:1.0 5:9.19792 6:0.34090906
0 qid:1 1:0.44444445 2:0.2777778 3:0.0 4:1.0 5:9.15432 6:0.2777778
0 qid:1 1:0.4 2:0.23214287 3:0.0 4:1.0 5:9.15432 6:0.26785713
0 qid:1 1:0.8 2:0.53571427 3:0.0 4:1.0 5:8.98882 6:0.53571427
0 qid:1 1:0.5 2:0.39473683 3:0.0 4:1.0 5:8.9743 6:0.39473683
0 qid:1 1:0.44444445 2:0.24590164 3:0.0 4:1.0 5:8.92685 6:0.24590164
0 qid:1 1:0.44444445 2:0.2894737 3:0.0 4:1.0 5:8.8924 6:0.39473683
0 qid:1 1:0.4 2:0.24528301 3:0.0 4:1.0 5:8.88696 6:0.2830189
0 qid:1 1:0.44444445 2:0.34090906 3:0.0 4:1.0 5:8.79484 6:0.34090906
0 qid:1 1:0.44444445 2:0.27499998 3:0.0 4:1.0 5:8.763 6:0.375
0 qid:1 1:0.6 2:0.26829267 3:0.0 4:1.0 5:8.7458 6:0.36585367
0 qid:1 1:0.44444445 2:0.28205127 3:0.0 4:1.0 5:8.69598 6:0.38461536
0 qid:1 1:0.5 2:0.3023256 3:0.0 4:1.0 5:8.62769 6:0.3488372
0 qid:1 1:0.4 2:0.21666664 3:0.0 4:1.0 5:8.58955 6:0.25
0 qid:1 1:0.44444445 2:0.27499998 3:0.0 4:1.0 5:8.5391 6:0.375
0 qid:1 1:0.44444445 2:0.26829267 3:0.0 4:1.0 5:8.5222 6:0.36585367
0 qid:1 1:0.44444445 2:0.28205127 3:0.0 4:1.0 5:8.48223 6:0.38461536
0 qid:1 1:0.54545456 2:0.2280702 3:0.0 4:1.0 5:8.46523 6:0.2631579
0 qid:1 1:0.33333334 2:0.21311474 3:0.0 4:1.0 5:8.44211 6:0.24590164
0 qid:1 1:0.44444445 2:0.28205127 3:0.0 4:1.0 5:8.41531 6:0.38461536
0 qid:1 1:0.44444445 2:0.25581396 3:0.0 4:1.0 5:8.26789 6:0.3488372
0 qid:1 1:0.44444445 2:0.27499998 3:0.0 4:1.0 5:8.24 6:0.375
0 qid:1 1:0.5714286 2:0.35135138 3:0.0 4:1.0 5:8.22065 6:0.4054054
0 qid:1 1:0.6666667 2:0.4285714 3:0.0 4:1.0 5:8.21944 6:0.4285714
0 qid:1 1:0.5714286 2:0.3611111 3:0.0 4:1.0 5:8.13783 6:0.4166667
0 qid:1 1:0.4 2:0.25 3:0.0 4:1.0 5:8.13783 6:0.28846157
0 qid:1 1:0.36363637 2:0.203125 3:0.0 4:1.0 5:8.10931 6:0.234375
0 qid:1 1:0.2 2:0.21052629 3:0.0 4:0.0 5:8.10931 6:0.2631579
0 qid:1 1:0.0 2:0.19047618 3:0.0 4:0.0 5:8.04585 6:0.35714287
0 qid:1 1:0.5 2:0.625 3:0.0 4:0.0 5:7.92691 6:0.625
0 qid:1 1:0.4 2:0.24074072 3:0.0 4:1.0 5:7.89354 6:0.2777778
0 qid:1 1:0.44444445 2:0.24444443 3:0.0 4:1.0 5:7.85737 6:0.3333333
0 qid:1 1:0.4 2:0.2280702 3:0.0 4:1.0 5:7.82822 6:0.2631579
0 qid:1 1:0.44444445 2:0.2894737 3:0.0 4:1.0 5:7.79106 6:0.39473683
0 qid:1 1:0.44444445 2:0.3 3:0.0 4:1.0 5:7.76081 6:0.3
0 qid:1 1:0.4 2:0.44444442 3:0.0 4:0.0 5:7.75977 6:0.5555556
0 qid:1 1:0.4 2:0.25 3:0.0 4:1.0 5:7.68893 6:0.34090906
0 qid:1 1:0.4 2:0.23214287 3:0.0 4:1.0 5:7.65467 6:0.26785713
0 qid:1 1:0.44444445 2:0.24074072 3:0.0 4:1.0 5:7.61837 6:0.2777778
0 qid:1 1:0.6666667 2:0.17142856 3:0.0 4:1.0 5:7.58028 6:0.4285714
0 qid:1 1:0.6666667 2:0.44117647 3:0.0 4:1.0 5:7.54597 6:0.44117647
0 qid:1 1:0.6666667 2:0.2631579 3:0.0 4:1.0 5:7.50831 6:0.2631579
0 qid:1 1:0.2857143 2:0.3076923 3:0.0 4:0.0 5:7.50831 6:0.38461536
0 qid:1 1:0.125 2:0.12371135 3:0.0 4:0.0 5:7.50831 6:0.15463918
0 qid:1 1:0.6666667 2:0.4166667 3:0.0 4:1.0 5:7.47022 6:0.4166667
0 qid:1 1:0.6666667 2:0.6521739 3:0.0 4:1.0 5:7.46856 6:0.6521739
0 qid:1 1:0.44444445 2:0.26190478 3:0.0 4:1.0 5:7.46773 6:0.35714287
0 qid:1 1:0.4 2:0.220339 3:0.0 4:1.0 5:7.43268 6:0.2542373
0 qid:1 1:0.5714286 2:0.17241377 3:0.0 4:1.0 5:7.43188 6:0.51724136
0 qid:1 1:0.6666667 2:0.19402987 3:0.0 4:1.0 5:7.39423 6:0.22388059
0 qid:1 1:0.46153846 2:0.16216218 3:0.0 4:1.0 5:7.39269 6:0.2027027
0 qid:1 1:0.4 2:0.23636365 3:0.0 4:1.0 5:7.35586 6:0.27272725
0 qid:1 1:0.42857143 2:0.14444447 3:0.0 4:1.0 5:7.35586 6:0.16666669
0 qid:1 1:0.44444445 2:0.26785713 3:0.0 4:1.0 5:7.31705 6:0.26785713
0 qid:1 1:0.4 2:0.23214287 3:0.0 4:1.0 5:7.31635 6:0.26785713
0 qid:1 1:0.36363637 2:0.27272725 3:0.0 4:1.0 5:7.31635 6:0.27272725
0 qid:1 1:0.6 2:0.27272725 3:0.0 4:1.0 5:7.31495 6:0.27272725
0 qid:1 1:0.5714286 2:0.35714287 3:0.0 4:1.0 5:7.27805 6:0.35714287
0 qid:1 1:0.44444445 2:0.25 3:0.0 4:1.0 5:7.27805 6:0.28846157
0 qid:1 1:0.44444445 2:0.22916669 3:0.0 4:1.0 5:7.27738 6:0.3125
0 qid:1 1:0.42857143 2:0.14285713 3:0.0 4:1.0 5:7.23849 6:0.16483516
0 qid:1 1:0.5 2:0.44117647 3:0.0 4:1.0 5:7.23849 6:0.44117647
0 qid:1 1:0.44444445 2:0.2972973 3:0.0 4:1.0 5:7.23786 6:0.4054054
0 qid:1 1:0.6666667 2:0.5769231 3:0.0 4:1.0 5:7.23786 6:0.5769231
0 qid:1 1:0.5 2:0.375 3:0.0 4:1.0 5:7.23723 6:0.375
0 qid:1 1:0.36363637 2:0.21311474 3:0.0 4:1.0 5:7.19931 6:0.24590164
0 qid:1 1:0.6 2:0.25 3:0.0 4:1.0 5:7.19931 6:0.26785713
0 qid:1 1:0.4 2:0.23636365 3:0.0 4:1.0 5:7.19871 6:0.27272725
0 qid:1 1:0.5 2:0.32608694 3:0.0 4:1.0 5:7.15963 6:0.32608694
0 qid:1 1:0.54545456 2:0.20833331 3:0.0 4:1.0 5:7.15963 6:0.20833331
0 qid:1 1:0.4 2:0.23636365 3:0.0 4:1.0 5:7.15907 6:0.27272725
0 qid:1 1:0.5 2:0.2826087 3:0.0 4:1.0 5:7.15907 6:0.32608694
0 qid:1 1:0.46153846 2:0.15662652 3:0.0 4:1.0 5:7.15907 6:0.18072289
0 qid:1 1:0.44444445 2:0.24074072 3:0.0 4:1.0 5:7.11936 6:0.2777778
0 qid:1 1:0.4 2:0.2280702 3:0.0 4:1.0 5:7.11936 6:0.2631579
0 qid:1 1:0.44444445 2:0.23404253 3:0.0 4:1.0 5:7.11936 6:0.31914896
0 qid:1 1:0.6666667 2:0.6 3:0.0 4:1.0 5:7.11936 6:0.6
0 qid:1 1:0.5 2:0.3023256 3:0.0 4:1.0 5:7.0396 6:0.3488372
0 qid:1 1:0.6666667 2:0.38461536 3:0.0 4:1.0 5:7.0396 6:0.38461536
0 qid:1 1:0.4 2:0.23214287 3:0.0 4:1.0 5:7.0396 6:0.26785713
0 qid:1 1:0.54545456 2:0.2241379 3:0.0 4:1.0 5:7.0396 6:0.25862068
0 qid:1 1:0.44444445 2:0.35714287 3:0.0 4:1.0 5:7.03916 6:0.35714287
0 qid:1 1:0.85714287 2:0.220339 3:0.0 4:1.0 5:7.03916 6:0.2542373
0 qid:1 1:0.5714286 2:0.2352941 3:0.0 4:1.0 5:7.03916 6:0.44117647
0 qid:1 1:0.6666667 2:0.36585367 3:0.0 4:1.0 5:7.03872 6:0.36585367
0 qid:1 1:0.8 2:0.6521739 3:0.0 4:1.0 5:7.03872 6:0.6521739
0 qid:1 1:0.44444445 2:0.27272725 3:0.0 4:1.0 5:6.64381 6:0.27272725
0 qid:1 1:0.75 2:0.35294116 3:0.0 4:1.0 5:6.64381 6:0.44117647
0 qid:1 1:0.5 2:0.29411763 3:0.0 4:1.0 5:6.64381 6:0.29411763
0 qid:1 1:0.54545456 2:0.23636365 3:0.0 4:1.0 5:6.64381 6:0.27272725
0 qid:1 1:0.4 2:0.220339 3:0.0 4:1.0 5:6.64381 6:0.2542373
0 qid:1 1:0.6 2:0.26829267 3:0.0 4:1.0 5:6.64381 6:0.36585367
0 qid:1 1:0.4 2:0.27906978 3:0.0 4:1.0 5:6.64381 6:0.3488372
0 qid:1 1:0.5 2:0.35483873 3:0.0 4:1.0 5:6.64381 6:0.48387098
0 qid:1 1:0.2857143 2:0.375 3:0.0 4:0.0 5:6.64381 6:0.46875
0 qid:1 1:0.30769232 2:0.15662652 3:0.0 4:1.0 5:6.64381 6:0.18072289
0 qid:1 1:0.2857143 2:0.3023256 3:0.0 4:0.0 5:6.64381 6:0.3488372
0 qid:1 1:0.44444445 2:0.26190478 3:0.0 4:1.0 5:6.64381 6:0.35714287
0 qid:1 1:0.44444445 2:0.2894737 3:0.0 4:1.0 5:6.64381 6:0.39473683
0 qid:1 1:0.5 2:0.3142857 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.5 2:0.28205127 3:0.0 4:1.0 5:6.64381 6:0.38461536
0 qid:1 1:0.5 2:0.2972973 3:0.0 4:1.0 5:6.64381 6:0.4054054
0 qid:1 1:0.44444445 2:0.27499998 3:0.0 4:1.0 5:6.64381 6:0.375
0 qid:1 1:0.5 2:0.3142857 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.22222222 2:0.26829267 3:0.0 4:0.0 5:6.64381 6:0.36585367
0 qid:1 1:0.8 2:0.6 3:0.0 4:1.0 5:6.64381 6:0.6
0 qid:1 1:0.5 2:0.32352942 3:0.0 4:1.0 5:6.64381 6:0.44117647
0 qid:1 1:0.5 2:0.3142857 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.5 2:0.2894737 3:0.0 4:1.0 5:6.64381 6:0.39473683
0 qid:1 1:0.5 2:0.30555558 3:0.0 4:1.0 5:6.64381 6:0.4166667
0 qid:1 1:0.5 2:0.2972973 3:0.0 4:1.0 5:6.64381 6:0.4054054
0 qid:1 1:0.5 2:0.30555558 3:0.0 4:1.0 5:6.64381 6:0.4166667
0 qid:1 1:0.6666667 2:0.2894737 3:0.0 4:1.0 5:6.64381 6:0.39473683
0 qid:1 1:0.44444445 2:0.28205127 3:0.0 4:1.0 5:6.64381 6:0.38461536
0 qid:1 1:0.4 2:0.23404253 3:0.0 4:1.0 5:6.64381 6:0.31914896
0 qid:1 1:0.2857143 2:0.35294116 3:0.0 4:0.0 5:6.64381 6:0.44117647
0 qid:1 1:0.6666667 2:0.22727275 3:0.0 4:1.0 5:6.64381 6:0.6818182
0 qid:1 1:0.46153846 2:0.15068495 3:0.0 4:1.0 5:6.64381 6:0.20547944
0 qid:1 1:0.6 2:0.21153843 3:0.0 4:1.0 5:6.64381 6:0.28846157
0 qid:1 1:0.4 2:0.22916669 3:0.0 4:1.0 5:6.64381 6:0.3125
0 qid:1 1:0.4 2:0.23404253 3:0.0 4:1.0 5:6.64381 6:0.31914896
0 qid:1 1:0.4 2:0.23404253 3:0.0 4:1.0 5:6.64381 6:0.31914896
0 qid:1 1:0.36363637 2:0.21153843 3:0.0 4:1.0 5:6.64381 6:0.28846157
0 qid:1 1:0.4 2:0.22448981 3:0.0 4:1.0 5:6.64381 6:0.30612242
0 qid:1 1:0.2857143 2:0.39999998 3:0.0 4:0.0 5:6.64381 6:0.5
0 qid:1 1:0.5 2:0.21818179 3:0.0 4:1.0 5:6.64381 6:0.27272725
0 qid:1 1:0.8 2:0.71428573 3:0.0 4:1.0 5:6.64381 6:0.71428573
0 qid:1 1:0.5 2:0.3488372 3:0.0 4:1.0 5:6.64381 6:0.3488372
0 qid:1 1:0.72727275 2:0.27659577 3:0.0 4:1.0 5:6.64381 6:0.31914896
0 qid:1 1:0.5714286 2:0.5 3:0.0 4:1.0 5:6.64381 6:0.5
0 qid:1 1:0.4 2:0.19047618 3:0.0 4:1.0 5:6.64381 6:0.23809522
0 qid:1 1:0.6666667 2:0.48387098 3:0.0 4:1.0 5:6.64381 6:0.48387098
0 qid:1 1:0.5714286 2:0.53571427 3:0.0 4:1.0 5:6.64381 6:0.53571427
0 qid:1 1:0.5714286 2:0.51724136 3:0.0 4:1.0 5:6.64381 6:0.51724136
0 qid:1 1:0.6666667 2:0.5769231 3:0.0 4:1.0 5:6.64381 6:0.5769231
0 qid:1 1:0.33333334 2:0.5555556 3:0.0 4:0.0 5:6.64381 6:0.5555556
0 qid:1 1:0.33333334 2:0.5555556 3:0.0 4:0.0 5:6.64381 6:0.5555556
0 qid:1 1:0.44444445 2:0.2777778 3:0.0 4:1.0 5:6.64381 6:0.4166667
0 qid:1 1:0.2857143 2:0.16666669 3:0.0 4:0.0 5:6.64381 6:0.5
0 qid:1 1:0.0 2:0.13333333 3:0.0 4:0.0 5:6.64381 6:0.39999998
0 qid:1 1:0.0 2:0.19999999 3:0.0 4:0.0 5:6.64381 6:0.46666664
0 qid:1 1:0.5 2:0.16129035 3:0.0 4:1.0 5:6.64381 6:0.48387098
0 qid:1 1:0.5 2:0.1875 3:0.0 4:1.0 5:6.64381 6:0.46875
0 qid:1 1:0.6666667 2:0.17647058 3:0.0 4:1.0 5:6.64381 6:0.44117647
0 qid:1 1:0.5 2:0.44117647 3:0.0 4:1.0 5:6.64381 6:0.44117647
0 qid:1 1:0.2857143 2:0.36363637 3:0.0 4:0.0 5:6.64381 6:0.45454544
0 qid:1 1:0.5714286 2:0.4054054 3:0.0 4:1.0 5:6.64381 6:0.4054054
0 qid:1 1:0.22222222 2:0.25 3:0.0 4:0.0 5:6.64381 6:0.34090906
0 qid:1 1:0.8 2:0.5555556 3:0.0 4:1.0 5:6.64381 6:0.5555556
0 qid:1 1:0.4 2:0.625 3:0.0 4:0.0 5:6.64381 6:0.625
0 qid:1 1:0.42857143 2:0.16176468 3:0.0 4:1.0 5:6.64381 6:0.2205882
0 qid:1 1:0.42857143 2:0.16666669 3:0.0 4:1.0 5:6.64381 6:0.22727275
0 qid:1 1:0.42857143 2:0.16417909 3:0.0 4:1.0 5:6.64381 6:0.22388059
0 qid:1 1:0.4 2:0.23404253 3:0.0 4:1.0 5:6.64381 6:0.31914896
0 qid:1 1:0.6666667 2:0.45454544 3:0.0 4:1.0 5:6.64381 6:0.45454544
0 qid:1 1:0.42857143 2:0.171875 3:0.0 4:1.0 5:6.64381 6:0.234375
0 qid:1 1:0.42857143 2:0.16417909 3:0.0 4:1.0 5:6.64381 6:0.22388059
0 qid:1 1:0.4 2:0.20754719 3:0.0 4:1.0 5:6.64381 6:0.2830189
0 qid:1 1:0.33333334 2:0.4285714 3:0.0 4:0.0 5:6.64381 6:0.4285714
0 qid:1 1:0.44444445 2:0.26086956 3:0.0 4:1.0 5:6.64381 6:0.32608694
0 qid:1 1:0.25 2:0.2972973 3:0.0 4:0.0 5:6.64381 6:0.4054054
0 qid:1 1:0.6666667 2:0.45454544 3:0.0 4:1.0 5:6.64381 6:0.6818182
0 qid:1 1:0.44444445 2:0.17777777 3:0.0 4:1.0 5:6.64381 6:0.3333333
0 qid:1 1:0.2857143 2:0.38709676 3:0.0 4:0.0 5:6.64381 6:0.48387098
0 qid:1 1:0.4 2:0.25 3:0.0 4:0.0 5:6.64381 6:0.75
0 qid:1 1:0.36363637 2:0.21153843 3:0.0 4:1.0 5:6.64381 6:0.28846157
0 qid:1 1:0.44444445 2:0.2830189 3:0.0 4:1.0 5:6.64381 6:0.2830189
0 qid:1 1:0.5 2:0.19696969 3:0.0 4:1.0 5:6.64381 6:0.22727275
0 qid:1 1:0.5714286 2:0.14285713 3:0.0 4:1.0 5:6.64381 6:0.4285714
0 qid:1 1:0.44444445 2:0.25581396 3:0.0 4:1.0 5:6.64381 6:0.3488372
0 qid:1 1:0.5714286 2:0.18055558 3:0.0 4:1.0 5:6.64381 6:0.20833331
0 qid:1 1:0.44444445 2:0.26190478 3:0.0 4:1.0 5:6.64381 6:0.35714287
0 qid:1 1:0.36363637 2:0.23404253 3:0.0 4:1.0 5:6.64381 6:0.31914896
0 qid:1 1:0.44444445 2:0.29411763 3:0.0 4:1.0 5:6.64381 6:0.29411763
0 qid:1 1:0.5714286 2:0.48387098 3:0.0 4:1.0 5:6.64381 6:0.48387098
0 qid:1 1:0.5714286 2:0.44117647 3:0.0 4:1.0 5:6.64381 6:0.44117647
